fighter,opponent_fighter,date,sig_str,sig_str_misses,sig_str_attempts,opponent_sig_str,opponent_sig_str_misses,opponent_sig_str_attempts,total_str,total_str_misses,total_str_attempts,opponent_total_str,opponent_total_str_misses,opponent_total_str_attempts,td,td_misses,td_attempts,opponent_td,opponent_td_misses,opponent_td_attempts,head,head_misses,head_attempts,opponent_head,opponent_head_misses,opponent_head_attempts,body,body_misses,body_attempts,opponent_body,opponent_body_misses,opponent_body_attempts,leg,leg_misses,leg_attempts,opponent_leg,opponent_leg_misses,opponent_leg_attempts,distance,distance_misses,distance_attempts,opponent_distance,opponent_distance_misses,opponent_distance_attempts,clinch,clinch_misses,clinch_attempts,opponent_clinch,opponent_clinch_misses,opponent_clinch_attempts,ground,ground_misses,ground_attempts,opponent_ground,opponent_ground_misses,opponent_ground_attempts
Jorge Santiago,Justin Levens,2006-06-28,9,6,15,0,6,6,14,6,20,1,6,7,1,0,1,0,1,1,8,6,14,0,5,5,1,0,1,0,1,1,0,0,0,0,0,0,1,1,2,0,4,4,3,0,3,0,2,2,5,5,10,0,0,0
Jorge Santiago,Brian Stann,2011-05-28,14,29,43,47,52,99,16,29,45,77,58,135,0,2,2,0,0,0,10,28,38,26,47,73,2,0,2,4,2,6,2,1,3,17,3,20,13,27,40,32,43,75,1,2,3,0,0,0,0,0,0,15,9,24
Jorge Santiago,Demian Maia,2011-10-08,18,38,56,24,43,67,29,41,70,95,64,159,0,1,1,4,7,11,9,36,45,16,42,58,2,1,3,5,1,6,7,1,8,3,0,3,16,36,52,10,35,45,2,2,4,5,2,7,0,0,0,9,6,15
Jorge de Oliveira,Christos Giagos,2015-03-21,0,4,4,18,16,34,11,5,16,37,17,54,0,0,0,1,0,1,0,3,3,18,16,34,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,2,2,4,0,0,0,0,0,0,0,0,0,16,14,30
Jorge de Oliveira,Dhiego Lima,2014-11-08,23,45,68,70,67,137,62,52,114,116,79,195,0,0,0,6,2,8,10,38,48,64,65,129,8,3,11,5,1,6,5,4,9,1,1,2,16,44,60,19,27,46,7,1,8,1,0,1,0,0,0,50,40,90
Jose Aldo,Mark Hominick,2011-04-30,94,121,215,71,110,181,131,127,258,147,127,274,5,4,9,1,1,2,72,119,191,50,98,148,4,1,5,17,8,25,18,1,19,4,4,8,66,100,166,50,99,149,0,0,0,1,0,1,28,21,49,20,11,31
Jose Aldo,Chan Sung Jung,2013-08-03,32,55,87,17,100,117,43,56,99,42,103,145,5,1,6,0,0,0,24,53,77,13,93,106,7,1,8,2,3,5,1,1,2,2,4,6,28,50,78,14,98,112,0,0,0,3,1,4,4,5,9,0,1,1
Jose Aldo,Max Holloway,2017-12-02,87,76,163,174,223,397,89,76,165,181,225,406,0,1,1,0,0,0,65,68,133,135,214,349,13,8,21,36,9,45,9,0,9,3,0,3,84,75,159,144,212,356,3,1,4,16,2,18,0,0,0,14,9,23
Jose Aldo,Conor McGregor,2015-12-12,1,2,3,5,1,6,1,2,3,5,1,6,0,0,0,0,0,0,1,2,3,4,0,4,0,0,0,0,1,1,0,0,0,1,0,1,1,2,3,3,1,4,0,0,0,0,0,0,0,0,0,2,0,2
Jose Aldo,Marlon Moraes,2019-12-14,58,89,147,59,78,137,63,89,152,59,78,137,0,0,0,1,1,2,39,70,109,48,76,124,16,18,34,7,2,9,3,1,4,4,0,4,57,89,146,58,78,136,1,0,1,1,0,1,0,0,0,0,0,0
Jose Aldo,Marlon Vera,2020-12-19,44,26,70,46,36,82,60,26,86,92,41,133,0,2,2,0,3,3,17,21,38,8,25,33,21,5,26,11,4,15,6,0,6,27,7,34,36,26,62,34,35,69,8,0,8,12,1,13,0,0,0,0,0,0
Jose Aldo,Ricardo Lamas,2014-02-01,62,57,119,41,105,146,85,58,143,63,107,170,2,0,2,1,5,6,29,44,73,17,75,92,13,11,24,8,6,14,20,2,22,16,24,40,56,55,111,27,91,118,6,0,6,6,1,7,0,2,2,8,13,21
Jose Aldo,Frankie Edgar,2013-02-02,76,177,253,60,212,272,76,177,253,63,212,275,0,0,0,2,9,11,65,170,235,24,190,214,2,6,8,14,15,29,9,1,10,22,7,29,76,174,250,55,209,264,0,3,3,5,3,8,0,0,0,0,0,0
Jose Aldo,Renato Moicano,2019-02-02,26,24,50,24,29,53,26,24,50,24,29,53,0,0,0,0,0,0,18,18,36,17,23,40,6,3,9,1,3,4,2,3,5,6,3,9,19,24,43,24,29,53,7,0,7,0,0,0,0,0,0,0,0,0
Jose Aldo,Chad Mendes,2012-01-14,11,12,23,13,10,23,15,12,27,18,10,28,0,0,0,0,7,7,6,8,14,1,8,9,1,0,1,1,0,1,4,4,8,11,2,13,7,11,18,9,10,19,1,1,2,4,0,4,3,0,3,0,0,0
Jose Aldo,Frankie Edgar,2016-07-09,80,112,192,79,185,264,81,112,193,81,186,267,0,0,0,0,11,11,68,106,174,42,171,213,8,6,14,14,11,25,4,0,4,23,3,26,79,111,190,72,182,254,1,1,2,7,3,10,0,0,0,0,0,0
Jose Aldo,Petr Yan,2020-07-11,83,74,157,194,115,309,83,74,157,258,118,376,0,1,1,1,1,2,38,59,97,150,106,256,28,11,39,35,9,44,17,4,21,9,0,9,81,73,154,99,102,201,2,1,3,9,2,11,0,0,0,86,11,97
Jose Aldo,Jeremy Stephens,2018-07-28,29,34,63,20,40,60,29,34,63,20,40,60,0,0,0,0,0,0,21,34,55,16,39,55,3,0,3,2,1,3,5,0,5,2,0,2,16,25,41,16,36,52,1,0,1,4,4,8,12,9,21,0,0,0
Jose Aldo,Max Holloway,2017-06-03,55,58,113,104,103,207,56,59,115,128,106,234,0,0,0,0,0,0,41,52,93,87,98,185,13,6,19,16,5,21,1,0,1,1,0,1,53,58,111,61,88,149,2,0,2,2,1,3,0,0,0,41,14,55
Jose Aldo,Alexander Volkanovski,2019-05-11,29,50,79,95,81,176,39,51,90,129,86,215,0,1,1,0,3,3,19,44,63,28,65,93,7,5,12,17,7,24,3,1,4,50,9,59,26,50,76,67,80,147,3,0,3,28,1,29,0,0,0,0,0,0
Jose Aldo,Kenny Florian,2011-10-08,51,64,115,40,88,128,66,65,131,69,96,165,0,0,0,1,18,19,38,55,93,11,67,78,5,5,10,13,14,27,8,4,12,16,7,23,37,60,97,25,81,106,8,2,10,15,7,22,6,2,8,0,0,0
Jose Aldo,Chad Mendes,2014-10-25,102,167,269,77,117,194,122,167,289,85,118,203,0,0,0,1,7,8,80,157,237,50,99,149,16,9,25,9,8,17,6,1,7,18,10,28,91,165,256,75,113,188,1,1,2,2,3,5,10,1,11,0,1,1
Jose Maria,John Lineker,2013-08-03,19,17,36,22,36,58,25,19,44,29,36,65,1,4,5,2,0,2,9,8,17,17,30,47,3,6,9,5,6,11,7,3,10,0,0,0,13,16,29,7,22,29,4,1,5,5,3,8,2,0,2,10,11,21
Jose Maria,Dustin Ortiz,2013-11-09,43,37,80,55,49,104,55,37,92,103,52,155,2,4,6,4,3,7,13,32,45,28,48,76,5,3,8,17,0,17,25,2,27,10,1,11,34,37,71,20,48,68,8,0,8,14,1,15,1,0,1,21,0,21
Jose Quinonez,Diego Rivas,2017-08-05,59,53,112,27,49,76,70,55,125,29,49,78,1,3,4,1,0,1,34,47,81,11,40,51,11,6,17,6,6,12,14,0,14,10,3,13,48,44,92,25,49,74,1,3,4,1,0,1,10,6,16,1,0,1
Jose Quinonez,Louis Smolka,2020-12-05,43,64,107,59,57,116,47,66,113,64,64,128,2,1,3,3,1,4,13,53,66,35,53,88,12,11,23,18,4,22,18,0,18,6,0,6,37,60,97,34,44,78,4,4,8,13,3,16,2,0,2,12,10,22
Jose Quinonez,Teruto Ishihara,2018-02-10,49,49,98,33,76,109,54,49,103,35,76,111,2,5,7,1,3,4,16,43,59,8,69,77,6,2,8,6,6,12,27,4,31,19,1,20,42,47,89,29,73,102,7,2,9,4,3,7,0,0,0,0,0,0
Jose Quinonez,Leonardo Morales,2015-06-06,2,1,3,3,1,4,4,1,5,3,1,4,1,1,2,0,0,0,2,1,3,0,1,1,0,0,0,1,0,1,0,0,0,2,0,2,0,1,1,3,1,4,1,0,1,0,0,0,1,0,1,0,0,0
Jose Quinonez,Sean O'Malley,2020-03-07,0,11,11,18,4,22,0,11,11,18,4,22,0,0,0,0,0,0,0,7,7,9,2,11,0,1,1,6,1,7,0,3,3,3,1,4,0,11,11,13,4,17,0,0,0,0,0,0,0,0,0,5,0,5
Jose Quinonez,Nathaniel Wood,2019-03-16,34,26,60,30,51,81,35,26,61,39,52,91,1,3,4,2,1,3,7,21,28,14,39,53,5,1,6,4,5,9,22,4,26,12,7,19,33,26,59,27,49,76,1,0,1,3,2,5,0,0,0,0,0,0
Jose Quinonez,Alejandro Perez,2014-11-15,38,73,111,38,92,130,48,77,125,43,92,135,3,1,4,1,1,2,28,69,97,19,73,92,9,2,11,3,2,5,1,2,3,16,17,33,28,70,98,38,88,126,1,0,1,0,4,4,9,3,12,0,0,0
Jose Quinonez,Joey Gomez,2016-09-17,56,75,131,44,92,136,76,83,159,66,93,159,5,2,7,0,0,0,39,59,98,26,80,106,15,16,31,7,10,17,2,0,2,11,2,13,43,62,105,38,83,121,5,5,10,6,6,12,8,8,16,0,3,3
Jose Quinonez,Carlos Huachin,2019-09-21,60,57,117,32,83,115,71,59,130,37,84,121,2,3,5,0,0,0,36,44,80,22,62,84,8,5,13,6,19,25,16,8,24,4,2,6,40,52,92,30,79,109,0,1,1,0,2,2,20,4,24,2,2,4
Jose Torres,Alex Perez,2018-08-04,29,47,76,84,78,162,30,47,77,88,78,166,0,0,0,0,3,3,22,45,67,67,72,139,7,2,9,11,5,16,0,0,0,6,1,7,25,46,71,64,69,133,4,1,5,20,9,29,0,0,0,0,0,0
Jose Torres,Jarred Brooks,2018-06-01,22,40,62,31,38,69,25,40,65,42,38,80,1,2,3,2,3,5,14,37,51,17,36,53,5,3,8,14,2,16,3,0,3,0,0,0,12,37,49,15,38,53,5,2,7,5,0,5,5,1,6,11,0,11
Joselyne Edwards,Karol Rosa,2021-02-06,38,21,59,57,27,84,70,27,97,135,40,175,1,2,3,4,2,6,22,14,36,33,22,55,4,4,8,9,1,10,12,3,15,15,4,19,31,20,51,27,19,46,3,0,3,11,3,14,4,1,5,19,5,24
Joselyne Edwards,Wu Yanan,2021-01-16,88,90,178,58,71,129,111,95,206,70,78,148,0,3,3,1,1,2,44,61,105,34,57,91,23,20,43,14,9,23,21,9,30,10,5,15,72,86,158,51,67,118,5,2,7,5,3,8,11,2,13,2,1,3
Joseph Benavidez,Darren Uyenoyama,2013-04-20,57,96,153,11,22,33,63,99,162,11,22,33,2,0,2,0,2,2,35,91,126,6,18,24,8,2,10,3,4,7,14,3,17,2,0,2,49,81,130,8,21,29,2,1,3,2,0,2,6,14,20,1,1,2
Joseph Benavidez,Tim Elliott,2014-04-26,9,14,23,16,5,21,14,14,28,27,8,35,0,0,0,3,0,3,4,12,16,10,5,15,4,2,6,3,0,3,1,0,1,3,0,3,9,13,22,13,4,17,0,1,1,3,1,4,0,0,0,0,0,0
Joseph Benavidez,Eddie Wineland,2011-08-14,66,78,144,24,47,71,69,78,147,25,47,72,0,6,6,0,1,1,28,48,76,12,44,56,16,13,29,9,2,11,22,17,39,3,1,4,55,78,133,21,46,67,10,0,10,3,1,4,1,0,1,0,0,0
Joseph Benavidez,Henry Cejudo,2016-12-03,69,163,232,68,127,195,69,163,232,70,127,197,0,0,0,1,6,7,39,133,172,29,114,143,19,16,35,29,10,39,11,14,25,10,3,13,68,160,228,59,117,176,1,3,4,9,10,19,0,0,0,0,0,0
Joseph Benavidez,Demetrious Johnson,2013-12-14,4,23,27,7,7,14,4,23,27,9,7,16,0,0,0,0,1,1,1,19,20,5,6,11,0,4,4,0,0,0,3,0,3,2,1,3,4,22,26,3,7,10,0,1,1,0,0,0,0,0,0,4,0,4
Joseph Benavidez,Ian McCall,2013-02-02,57,127,184,40,73,113,62,127,189,54,73,127,0,1,1,1,3,4,33,102,135,18,52,70,12,11,23,13,11,24,12,14,26,9,10,19,52,125,177,30,64,94,5,2,7,8,8,16,0,0,0,2,1,3
Joseph Benavidez,Zach Makovsky,2016-02-06,66,131,197,40,56,96,82,132,214,43,56,99,0,0,0,4,15,19,45,120,165,24,55,79,19,11,30,4,1,5,2,0,2,12,0,12,46,121,167,33,53,86,19,10,29,7,3,10,1,0,1,0,0,0
Joseph Benavidez,Deiveson Figueiredo,2020-02-29,46,48,94,25,24,49,46,48,94,25,24,49,0,2,2,1,0,1,28,35,63,18,21,39,8,5,13,7,3,10,10,8,18,0,0,0,36,42,78,20,24,44,10,6,16,2,0,2,0,0,0,3,0,3
Joseph Benavidez,Dustin Ortiz,2019-01-19,21,29,50,49,38,87,37,35,72,93,43,136,7,5,12,3,5,8,7,23,30,21,33,54,6,2,8,28,4,32,8,4,12,0,1,1,20,24,44,20,35,55,0,2,2,22,1,23,1,3,4,7,2,9
Joseph Benavidez,Deiveson Figueiredo,2020-07-18,18,10,28,35,5,40,22,11,33,40,5,45,0,0,0,0,0,0,8,7,15,31,5,36,5,2,7,4,0,4,5,1,6,0,0,0,18,10,28,12,4,16,0,0,0,0,0,0,0,0,0,23,1,24
Joseph Benavidez,Sergio Pettis,2018-06-09,59,127,186,74,94,168,86,130,216,87,96,183,2,12,14,0,0,0,28,100,128,69,86,155,14,19,33,5,8,13,17,8,25,0,0,0,57,123,180,64,94,158,2,4,6,9,0,9,0,0,0,1,0,1
Joseph Benavidez,Jussier Formiga,2019-06-29,50,65,115,15,33,48,72,66,138,15,33,48,0,0,0,1,2,3,27,50,77,15,32,47,14,9,23,0,1,1,9,6,15,0,0,0,44,63,107,15,33,48,3,1,4,0,0,0,3,1,4,0,0,0
Joseph Benavidez,Yasuhiro Urushitani,2012-03-02,18,32,50,8,10,18,33,32,65,12,10,22,1,4,5,0,0,0,8,21,29,5,8,13,6,4,10,2,0,2,4,7,11,1,2,3,12,30,42,8,10,18,2,0,2,0,0,0,4,2,6,0,0,0
Joseph Benavidez,Askar Askarov,2021-03-06,46,68,114,58,30,88,61,69,130,71,36,107,0,0,0,5,1,6,13,44,57,39,26,65,21,20,41,14,4,18,12,4,16,5,0,5,41,67,108,50,27,77,4,1,5,4,1,5,1,0,1,4,2,6
Joseph Benavidez,Ian Loveland,2011-03-19,48,70,118,45,45,90,70,77,147,50,48,98,5,12,17,0,1,1,18,54,72,32,44,76,25,11,36,11,1,12,5,5,10,2,0,2,41,68,109,39,40,79,5,0,5,4,4,8,2,2,4,2,1,3
Joseph Benavidez,John Moraga,2015-05-23,63,46,109,42,33,75,116,52,168,55,37,92,4,2,6,0,3,3,35,38,73,14,28,42,12,6,18,21,5,26,16,2,18,7,0,7,26,35,61,21,30,51,15,5,20,17,2,19,22,6,28,4,1,5
Joseph Benavidez,Dustin Ortiz,2014-11-22,94,105,199,37,112,149,96,105,201,59,112,171,2,1,3,2,7,9,60,93,153,30,102,132,17,10,27,7,9,16,17,2,19,0,1,1,73,100,173,31,98,129,19,3,22,6,13,19,2,2,4,0,1,1
Joseph Benavidez,Alex Perez,2018-11-30,35,37,72,14,18,32,42,37,79,14,18,32,1,1,2,1,0,1,20,28,48,5,16,21,11,6,17,7,2,9,4,3,7,2,0,2,19,31,50,9,18,27,1,1,2,5,0,5,15,5,20,0,0,0
Joseph Benavidez,Ali Bagautinov,2015-10-03,48,98,146,31,90,121,48,98,146,31,90,121,0,1,1,0,5,5,32,79,111,22,81,103,10,16,26,5,7,12,6,3,9,4,2,6,44,95,139,30,87,117,4,3,7,1,3,4,0,0,0,0,0,0
Joseph Benavidez,Jussier Formiga,2013-09-04,20,32,52,6,12,18,20,32,52,6,12,18,0,0,0,0,0,0,13,27,40,5,10,15,4,3,7,1,2,3,3,2,5,0,0,0,16,30,46,5,12,17,0,2,2,1,0,1,4,0,4,0,0,0
Joseph Benavidez,Demetrious Johnson,2012-09-22,44,206,250,77,79,156,53,206,259,96,81,177,0,7,7,5,5,10,23,181,204,29,67,96,12,16,28,33,9,42,9,9,18,15,3,18,34,189,223,45,69,114,9,17,26,23,9,32,1,0,1,9,1,10
Joseph Gigliotti,Trevor Smith,2016-08-06,15,16,31,42,27,69,24,16,40,105,32,137,1,0,1,4,2,6,10,16,26,38,25,63,5,0,5,2,2,4,0,0,0,2,0,2,6,13,19,3,14,17,8,2,10,10,3,13,1,1,2,29,10,39
Joseph Gigliotti,Gerald Meerschaert,2016-12-09,5,15,20,14,20,34,6,15,21,18,21,39,1,0,1,0,2,2,2,14,16,13,20,33,1,0,1,1,0,1,2,1,3,0,0,0,5,15,20,8,16,24,0,0,0,3,4,7,0,0,0,3,0,3
Joseph Morales,Robert Sanchez,2017-08-05,12,10,22,2,4,6,15,11,26,12,7,19,0,0,0,1,0,1,12,10,22,2,3,5,0,0,0,0,1,1,0,0,0,0,0,0,1,3,4,1,2,3,1,1,2,0,0,0,10,6,16,1,2,3
Joseph Morales,Deiveson Figueiredo,2018-02-03,9,23,32,31,31,62,11,24,35,44,32,76,0,1,1,2,0,2,5,19,24,25,26,51,2,2,4,6,5,11,2,2,4,0,0,0,7,13,20,11,16,27,0,1,1,0,0,0,2,9,11,20,15,35
Joseph Morales,Eric Shelton,2018-11-10,24,43,67,16,41,57,28,43,71,45,45,90,1,0,1,7,3,10,14,42,56,7,39,46,8,1,9,4,1,5,2,0,2,5,1,6,16,39,55,13,40,53,1,3,4,1,1,2,7,1,8,2,0,2
Joseph Sandoval,Nick Denis,2012-01-20,3,1,4,11,12,23,3,1,4,11,12,23,0,0,0,0,0,0,3,1,4,11,12,23,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,7,11,18,0,0,0,4,1,5,0,0,0,0,0,0
Joseph Sandoval,Walel Watson,2011-10-01,0,3,3,9,19,28,0,3,3,9,19,28,0,0,0,0,0,0,0,3,3,6,18,24,0,0,0,0,1,1,0,0,0,3,0,3,0,3,3,8,18,26,0,0,0,0,0,0,0,0,0,1,1,2
Josh Barnett,Frank Mir,2013-08-31,26,12,38,9,7,16,33,13,46,20,9,29,0,0,0,0,0,0,13,11,24,6,7,13,13,1,14,3,0,3,0,0,0,0,0,0,1,3,4,0,1,1,25,8,33,9,6,15,0,1,1,0,0,0
Josh Barnett,Travis Browne,2013-12-28,5,2,7,12,7,19,6,2,8,12,7,19,0,1,1,0,0,0,2,2,4,12,7,19,1,0,1,0,0,0,2,0,2,0,0,0,4,2,6,5,7,12,1,0,1,1,0,1,0,0,0,6,0,6
Josh Barnett,Pedro Rizzo,2001-02-23,39,62,101,31,55,86,41,62,103,35,55,90,0,0,0,0,0,0,17,57,74,18,49,67,6,3,9,3,0,3,16,2,18,10,6,16,29,49,78,23,48,71,10,13,23,8,7,15,0,0,0,0,0,0
Josh Barnett,Ben Rothwell,2016-01-30,35,33,68,35,56,91,35,33,68,38,56,94,0,1,1,0,0,0,21,31,52,24,53,77,12,2,14,5,3,8,2,0,2,6,0,6,33,30,63,35,56,91,2,3,5,0,0,0,0,0,0,0,0,0
Josh Barnett,Semmy Schilt,2001-06-29,10,7,17,1,0,1,21,7,28,4,2,6,1,0,1,0,0,0,10,7,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,10,6,16,0,0,0
Josh Barnett,Randy Couture,2002-03-22,44,31,75,18,3,21,53,32,85,33,4,37,0,0,0,1,2,3,31,29,60,13,2,15,12,1,13,4,1,5,1,1,2,1,0,1,0,2,2,0,1,1,13,2,15,8,0,8,31,27,58,10,2,12
Josh Barnett,Bobby Hoffman,2001-11-02,17,3,20,6,8,14,83,5,88,21,10,31,2,0,2,1,1,2,12,3,15,3,7,10,3,0,3,1,1,2,2,0,2,2,0,2,1,1,2,1,1,2,4,0,4,2,1,3,12,2,14,3,6,9
Josh Barnett,Gan McGee,2000-11-17,17,7,24,10,11,21,44,11,55,24,11,35,1,0,1,2,3,5,10,7,17,9,11,20,5,0,5,0,0,0,2,0,2,1,0,1,1,3,4,1,1,2,6,1,7,2,0,2,10,3,13,7,10,17
Josh Barnett,Andrei Arlovski,2016-09-03,53,29,82,38,24,62,112,38,150,51,26,77,1,1,2,1,1,2,40,26,66,22,24,46,12,3,15,11,0,11,1,0,1,5,0,5,13,17,30,19,20,39,15,6,21,16,4,20,25,6,31,3,0,3
Josh Barnett,Roy Nelson,2015-09-26,146,59,205,60,54,114,215,61,276,92,57,149,0,0,0,4,6,10,92,55,147,38,47,85,52,4,56,15,4,19,2,0,2,7,3,10,51,44,95,28,34,62,95,15,110,29,20,49,0,0,0,3,0,3
Josh Bryant,Kyle Noke,2010-06-19,9,36,45,50,38,88,9,36,45,50,38,88,0,2,2,0,0,0,7,31,38,28,34,62,1,1,2,4,0,4,1,4,5,18,4,22,9,36,45,43,31,74,0,0,0,4,2,6,0,0,0,3,5,8
Josh Clopton,Rani Yahya,2013-08-03,5,8,13,14,26,40,57,12,69,135,28,163,0,0,0,2,5,7,4,8,12,13,20,33,1,0,1,1,1,2,0,0,0,0,5,5,3,6,9,4,22,26,0,0,0,0,0,0,2,2,4,10,4,14
Josh Clopton,Steven Siler,2011-12-03,43,19,62,72,61,133,84,21,105,133,63,196,4,2,6,0,1,1,18,18,36,36,56,92,13,0,13,30,3,33,12,1,13,6,2,8,17,16,33,22,50,72,20,2,22,50,11,61,6,1,7,0,0,0
Josh Copeland,Jared Rosholt,2015-03-14,9,27,36,22,23,45,19,27,46,51,28,79,0,0,0,2,4,6,7,27,34,19,22,41,2,0,2,3,1,4,0,0,0,0,0,0,6,22,28,9,15,24,3,5,8,3,1,4,0,0,0,10,7,17
Josh Copeland,Ruslan Magomedov,2014-11-22,20,36,56,63,82,145,20,36,56,65,82,147,0,0,0,1,0,1,13,32,45,30,75,105,6,4,10,20,5,25,1,0,1,13,2,15,13,33,46,51,81,132,7,3,10,12,1,13,0,0,0,0,0,0
Josh Culibao,Jalin Turner,2020-02-22,12,16,28,55,36,91,12,18,30,90,39,129,0,3,3,0,1,1,7,14,21,38,27,65,4,2,6,17,8,25,1,0,1,0,1,1,9,14,23,14,23,37,3,2,5,9,6,15,0,0,0,32,7,39
Josh Culibao,Charles Jourdain,2020-10-03,46,78,124,44,57,101,51,79,130,68,58,126,0,7,7,0,0,0,19,59,78,17,46,63,22,18,40,10,9,19,5,1,6,17,2,19,40,75,115,34,47,81,2,0,2,0,0,0,4,3,7,10,10,20
Josh Emmett,Desmond Green,2017-04-08,41,101,142,57,67,124,43,101,144,66,69,135,0,1,1,1,1,2,13,86,99,51,62,113,10,10,20,2,3,5,18,5,23,4,2,6,41,101,142,54,67,121,0,0,0,0,0,0,0,0,0,3,0,3
Josh Emmett,Ricardo Lamas,2017-12-16,10,28,38,17,20,37,10,28,38,17,20,37,0,0,0,0,0,0,6,26,32,3,15,18,1,1,2,4,1,5,3,1,4,10,4,14,10,28,38,17,20,37,0,0,0,0,0,0,0,0,0,0,0,0
Josh Emmett,Scott Holtzman,2016-12-17,87,73,160,65,114,179,99,76,175,96,119,215,8,4,12,3,1,4,50,69,119,48,100,148,26,4,30,16,14,30,11,0,11,1,0,1,47,62,109,38,94,132,35,9,44,24,18,42,5,2,7,3,2,5
Josh Emmett,Jeremy Stephens,2018-02-24,18,22,40,24,33,57,21,22,43,24,33,57,0,0,0,0,0,0,9,21,30,18,28,46,5,1,6,4,4,8,4,0,4,2,1,3,13,19,32,19,30,49,0,0,0,0,0,0,5,3,8,5,3,8
Josh Emmett,Mirsad Bektic,2019-07-13,27,25,52,10,55,65,33,27,60,10,55,65,0,0,0,0,0,0,22,21,43,8,54,62,3,3,6,1,1,2,2,1,3,1,0,1,12,20,32,10,55,65,0,0,0,0,0,0,15,5,20,0,0,0
Josh Emmett,Shane Burgos,2020-06-20,127,139,266,128,122,250,136,139,275,148,122,270,1,0,1,0,0,0,98,134,232,68,106,174,16,5,21,20,12,32,13,0,13,40,4,44,111,132,243,121,122,243,0,0,0,7,0,7,16,7,23,0,0,0
Josh Emmett,Michael Johnson,2019-03-30,22,65,87,24,104,128,22,65,87,24,104,128,0,3,3,0,0,0,7,58,65,13,97,110,7,7,14,9,5,14,8,0,8,2,2,4,22,65,87,24,104,128,0,0,0,0,0,0,0,0,0,0,0,0
Josh Emmett,Jon Tuck,2016-05-08,54,98,152,53,127,180,54,99,153,54,127,181,0,2,2,0,1,1,32,82,114,29,121,150,11,12,23,12,4,16,11,4,15,12,2,14,54,97,151,52,122,174,0,1,1,1,4,5,0,0,0,0,1,1
Josh Emmett,Felipe Arantes,2017-10-21,67,144,211,43,91,134,78,153,231,44,92,136,1,1,2,0,1,1,43,139,182,32,87,119,14,5,19,5,4,9,10,0,10,6,0,6,45,118,163,43,90,133,0,0,0,0,1,1,22,26,48,0,0,0
Josh Ferguson,Roland Delorme,2011-12-03,34,24,58,36,17,53,50,30,80,86,18,104,0,1,1,2,3,5,25,23,48,16,16,32,7,1,8,15,1,16,2,0,2,5,0,5,27,24,51,21,16,37,2,0,2,8,0,8,5,0,5,7,1,8
Josh Ferguson,Chris Cariaso,2012-07-11,20,45,65,70,34,104,33,46,79,114,36,150,1,7,8,3,3,6,12,44,56,48,34,82,7,1,8,18,0,18,1,0,1,4,0,4,15,43,58,34,31,65,5,2,7,20,3,23,0,0,0,16,0,16
Josh Grispi,Rani Yahya,2012-08-04,6,4,10,3,6,9,8,4,12,11,16,27,0,0,0,1,1,2,3,4,7,2,5,7,2,0,2,0,0,0,1,0,1,1,1,2,5,4,9,1,5,6,0,0,0,0,0,0,1,0,1,2,1,3
Josh Grispi,Andy Ogle,2013-02-16,7,19,26,19,23,42,19,19,38,119,34,153,1,1,2,2,0,2,0,15,15,10,22,32,2,2,4,8,1,9,5,2,7,1,0,1,6,19,25,8,21,29,1,0,1,0,0,0,0,0,0,11,2,13
Josh Grispi,Dustin Poirier,2011-01-01,16,27,43,77,71,148,35,28,63,106,75,181,2,7,9,0,0,0,7,20,27,55,65,120,5,5,10,11,5,16,4,2,6,11,1,12,11,19,30,29,25,54,4,7,11,41,41,82,1,1,2,7,5,12
Josh Grispi,George Roop,2011-06-04,11,17,28,91,51,142,14,17,31,159,53,212,4,1,5,0,0,0,4,16,20,64,46,110,1,1,2,22,2,24,6,0,6,5,3,8,8,14,22,27,26,53,0,1,1,17,3,20,3,2,5,47,22,69
Josh Haynes,Luke Cummo,2007-04-07,9,46,55,38,51,89,15,46,61,43,51,94,1,3,4,0,1,1,4,44,48,19,47,66,3,1,4,16,4,20,2,1,3,3,0,3,7,44,51,31,46,77,2,2,4,7,5,12,0,0,0,0,0,0
Josh Haynes,Michael Bisping,2006-06-24,8,14,22,41,20,61,16,14,30,52,20,72,0,1,1,4,1,5,5,14,19,25,18,43,3,0,3,13,1,14,0,0,0,3,1,4,3,9,12,9,8,17,5,3,8,19,7,26,0,2,2,13,5,18
Josh Haynes,Rory Singer,2006-10-10,23,78,101,50,73,123,32,81,113,57,73,130,1,5,6,0,1,1,15,72,87,44,73,117,4,5,9,5,0,5,4,1,5,1,0,1,12,62,74,38,62,100,2,5,7,12,10,22,9,11,20,0,1,1
Josh Hendricks,Gabriel Gonzaga,2008-11-15,1,4,5,12,5,17,6,4,10,12,5,17,0,0,0,0,0,0,1,4,5,7,4,11,0,0,0,5,1,6,0,0,0,0,0,0,0,2,2,3,4,7,1,2,3,7,1,8,0,0,0,2,0,2
Josh Koscheck,Ansar Chalangov,2006-04-06,2,9,11,2,2,4,6,9,15,2,2,4,2,0,2,0,0,0,2,7,9,2,2,4,0,0,0,0,0,0,0,2,2,0,0,0,0,8,8,2,2,4,0,0,0,0,0,0,2,1,3,0,0,0
