fighter,opponent_fighter,date,sig_str,sig_str_misses,sig_str_attempts,opponent_sig_str,opponent_sig_str_misses,opponent_sig_str_attempts,total_str,total_str_misses,total_str_attempts,opponent_total_str,opponent_total_str_misses,opponent_total_str_attempts,td,td_misses,td_attempts,opponent_td,opponent_td_misses,opponent_td_attempts,head,head_misses,head_attempts,opponent_head,opponent_head_misses,opponent_head_attempts,body,body_misses,body_attempts,opponent_body,opponent_body_misses,opponent_body_attempts,leg,leg_misses,leg_attempts,opponent_leg,opponent_leg_misses,opponent_leg_attempts,distance,distance_misses,distance_attempts,opponent_distance,opponent_distance_misses,opponent_distance_attempts,clinch,clinch_misses,clinch_attempts,opponent_clinch,opponent_clinch_misses,opponent_clinch_attempts,ground,ground_misses,ground_attempts,opponent_ground,opponent_ground_misses,opponent_ground_attempts
Josh Koscheck,Diego Sanchez,2007-04-07,30,86,116,12,104,116,33,86,119,12,104,116,1,0,1,0,0,0,23,84,107,6,102,108,3,2,5,0,2,2,4,0,4,6,0,6,30,86,116,12,104,116,0,0,0,0,0,0,0,0,0,0,0,0
Josh Koscheck,Chris Sanford,2005-04-09,14,3,17,1,1,2,27,4,31,3,1,4,2,0,2,0,0,0,13,3,16,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,2,1,3,1,1,2,0,0,0,0,0,0,12,2,14,0,0,0
Josh Koscheck,Pete Spratt,2005-08-06,0,2,2,0,2,2,4,2,6,1,2,3,1,2,3,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Josh Koscheck,Jonathan Goulet,2006-08-17,23,7,30,1,1,2,31,7,38,1,1,2,1,0,1,0,1,1,22,7,29,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,3,3,6,1,1,2,0,0,0,0,0,0,20,4,24,0,0,0
Josh Koscheck,Georges St-Pierre,2007-08-25,4,37,41,38,23,61,14,39,53,118,27,145,1,3,4,2,0,2,4,36,40,17,20,37,0,0,0,3,0,3,0,1,1,18,3,21,2,36,38,24,15,39,0,0,0,0,0,0,2,1,3,14,8,22
Josh Koscheck,Yoshiyuki Yoshida,2008-12-10,6,10,16,6,11,17,6,10,16,6,11,17,0,0,0,0,0,0,6,10,16,1,5,6,0,0,0,2,2,4,0,0,0,3,4,7,5,9,14,5,10,15,1,1,2,1,1,2,0,0,0,0,0,0
Josh Koscheck,Georges St-Pierre,2010-12-11,16,118,134,110,149,259,30,118,148,136,156,292,1,3,4,4,5,9,12,116,128,65,121,186,4,2,6,5,13,18,0,0,0,40,15,55,10,117,127,102,147,249,5,1,6,8,2,10,1,0,1,0,0,0
Josh Koscheck,Jeff Joslin,2006-12-13,14,30,44,18,36,54,48,32,80,83,36,119,6,6,12,0,0,0,12,30,42,8,35,43,1,0,1,1,1,2,1,0,1,9,0,9,3,17,20,18,36,54,0,0,0,0,0,0,11,13,24,0,0,0
Josh Koscheck,Mike Pierce,2012-02-04,33,62,95,41,78,119,47,63,110,62,79,141,2,1,3,1,4,5,22,62,84,30,74,104,11,0,11,8,4,12,0,0,0,3,0,3,21,60,81,32,77,109,11,2,13,9,1,10,1,0,1,0,0,0
Josh Koscheck,Paulo Thiago,2009-02-21,8,21,29,7,17,24,8,21,29,7,17,24,0,0,0,0,0,0,6,21,27,4,17,21,0,0,0,1,0,1,2,0,2,2,0,2,8,21,29,7,17,24,0,0,0,0,0,0,0,0,0,0,0,0
Josh Koscheck,Robbie Lawler,2013-02-23,2,2,4,9,6,15,5,2,7,16,6,22,2,4,6,0,0,0,1,2,3,7,6,13,1,0,1,2,0,2,0,0,0,0,0,0,0,2,2,0,4,4,0,0,0,2,0,2,2,0,2,7,2,9
Josh Koscheck,Jake Ellenberger,2015-02-28,7,33,40,15,37,52,21,34,55,26,38,64,1,5,6,0,0,0,5,30,35,14,37,51,2,3,5,1,0,1,0,0,0,0,0,0,5,33,38,13,37,50,2,0,2,2,0,2,0,0,0,0,0,0
Josh Koscheck,Chris Lytle,2008-07-05,38,20,58,16,49,65,103,22,125,43,50,93,2,2,4,0,0,0,33,20,53,11,45,56,3,0,3,3,1,4,2,0,2,2,3,5,5,10,15,14,48,62,4,1,5,2,1,3,29,9,38,0,0,0
Josh Koscheck,Dave Menne,2006-06-28,45,23,68,13,21,34,95,32,127,21,21,42,4,3,7,1,0,1,29,21,50,4,16,20,16,2,18,1,1,2,0,0,0,8,4,12,6,12,18,10,19,29,0,1,1,2,1,3,39,10,49,1,1,2
Josh Koscheck,Dustin Hazelett,2008-03-01,24,35,59,20,39,59,25,35,60,24,39,63,1,0,1,0,0,0,14,33,47,12,38,50,5,2,7,5,1,6,5,0,5,3,0,3,20,30,50,16,38,54,2,3,5,3,1,4,2,2,4,1,0,1
Josh Koscheck,Erick Silva,2015-03-21,4,17,21,14,18,32,7,17,24,16,18,34,0,3,3,0,1,1,4,16,20,8,14,22,0,1,1,5,3,8,0,0,0,1,1,2,3,17,20,9,17,26,1,0,1,1,0,1,0,0,0,4,1,5
Josh Koscheck,Johny Hendricks,2012-05-05,33,56,89,55,65,120,57,58,115,82,71,153,1,1,2,2,4,6,23,53,76,32,62,94,10,3,13,2,0,2,0,0,0,21,3,24,18,43,61,28,60,88,6,12,18,27,5,32,9,1,10,0,0,0
Josh Koscheck,Paul Daley,2010-05-08,19,10,29,11,17,28,83,10,93,14,17,31,4,2,6,0,0,0,11,10,21,10,16,26,7,0,7,1,1,2,1,0,1,0,0,0,2,8,10,7,15,22,0,0,0,1,2,3,17,2,19,3,0,3
Josh Koscheck,Tyron Woodley,2013-11-16,5,10,15,22,12,34,7,10,17,47,12,59,0,0,0,0,0,0,1,10,11,18,11,29,2,0,2,2,1,3,2,0,2,2,0,2,2,10,12,11,6,17,3,0,3,4,0,4,0,0,0,7,6,13
Josh Koscheck,Anthony Johnson,2009-11-21,19,34,53,16,56,72,40,34,74,17,57,74,2,2,4,0,1,1,15,29,44,9,49,58,2,3,5,0,4,4,2,2,4,7,3,10,10,28,38,15,55,70,0,0,0,0,0,0,9,6,15,1,1,2
Josh Koscheck,Drew Fickett,2005-10-03,8,8,16,5,12,17,95,11,106,33,12,45,6,0,6,0,0,0,8,8,16,3,10,13,0,0,0,0,1,1,0,0,0,2,1,3,2,4,6,3,12,15,0,0,0,2,0,2,6,4,10,0,0,0
Josh Koscheck,Thiago Alves,2008-10-25,39,89,128,80,101,181,46,89,135,87,101,188,0,5,5,0,2,2,25,81,106,43,91,134,9,8,17,2,2,4,5,0,5,35,8,43,34,87,121,68,94,162,5,2,7,10,7,17,0,0,0,2,0,2
Josh Koscheck,Frank Trigg,2009-09-19,9,8,17,1,8,9,9,8,17,1,8,9,0,0,0,0,0,0,8,6,14,1,6,7,1,2,3,0,1,1,0,0,0,0,1,1,3,8,11,1,8,9,0,0,0,0,0,0,6,0,6,0,0,0
Josh Koscheck,Matt Hughes,2011-09-24,26,25,51,14,39,53,29,25,54,14,39,53,0,1,1,0,0,0,23,23,46,14,39,53,3,2,5,0,0,0,0,0,0,0,0,0,10,24,34,14,37,51,5,1,6,0,2,2,11,0,11,0,0,0
Josh Neer,Din Thomas,2008-04-02,80,84,164,20,64,84,124,86,210,42,69,111,3,1,4,2,3,5,60,79,139,17,64,81,6,2,8,2,0,2,14,3,17,1,0,1,26,50,76,13,60,73,12,12,24,7,4,11,42,22,64,0,0,0
Josh Neer,Joe Stevenson,2006-04-06,46,80,126,31,25,56,68,82,150,80,37,117,0,0,0,2,0,2,46,80,126,17,20,37,0,0,0,5,5,10,0,0,0,9,0,9,12,45,57,19,15,34,1,2,3,4,2,6,33,33,66,8,8,16
Josh Neer,Drew Fickett,2005-08-06,0,0,0,1,2,3,0,0,0,6,2,8,0,1,1,2,1,3,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1
Josh Neer,Kurt Pellegrino,2009-08-08,24,24,48,21,27,48,65,26,91,105,43,148,0,0,0,3,2,5,20,22,42,17,25,42,2,1,3,4,1,5,2,1,3,0,1,1,8,23,31,10,10,20,6,0,6,0,0,0,10,1,11,11,17,28
Josh Neer,Nick Diaz,2006-08-26,25,37,62,75,124,199,33,38,71,186,142,328,0,2,2,3,2,5,15,37,52,49,115,164,6,0,6,23,8,31,4,0,4,3,1,4,12,24,36,35,98,133,13,13,26,39,22,61,0,0,0,1,4,5
Josh Neer,Mac Danzig,2009-02-07,46,50,96,33,33,66,68,51,119,62,38,100,0,0,0,0,1,1,29,47,76,23,30,53,12,3,15,7,2,9,5,0,5,3,1,4,12,29,41,20,24,44,22,14,36,11,4,15,12,7,19,2,5,7
Josh Neer,Court McGee,2013-02-23,63,89,152,166,168,334,71,89,160,198,170,368,0,0,0,2,3,5,45,86,131,116,154,270,11,3,14,34,13,47,7,0,7,16,1,17,52,85,137,129,146,275,11,4,15,15,9,24,0,0,0,22,13,35
Josh Neer,Melvin Guillard,2006-01-16,3,6,9,11,40,51,8,6,14,12,41,53,1,0,1,2,0,2,2,6,8,5,36,41,0,0,0,1,4,5,1,0,1,5,0,5,2,5,7,6,26,32,0,0,0,1,2,3,1,1,2,4,12,16
Josh Neer,Duane Ludwig,2012-01-20,5,15,20,24,22,46,6,15,21,30,23,53,1,2,3,0,0,0,3,14,17,11,22,33,2,1,3,12,0,12,0,0,0,1,0,1,5,15,20,14,21,35,0,0,0,10,1,11,0,0,0,0,0,0
Josh Neer,Joshua Burkman,2006-07-08,19,20,39,35,53,88,42,22,64,60,53,113,1,2,3,4,3,7,17,19,36,22,50,72,1,1,2,9,3,12,1,0,1,4,0,4,7,14,21,14,36,50,5,4,9,16,12,28,7,2,9,5,5,10
Josh Neer,Mike Pyle,2012-06-08,19,16,35,18,10,28,39,20,59,38,19,57,0,1,1,1,0,1,10,16,26,12,9,21,9,0,9,5,1,6,0,0,0,1,0,1,10,14,24,10,6,16,9,2,11,6,2,8,0,0,0,2,2,4
Josh Neer,Keith Wisniewski,2011-10-01,93,66,159,41,42,83,133,67,200,41,42,83,0,0,0,0,2,2,73,65,138,22,39,61,15,0,15,19,2,21,5,1,6,0,1,1,50,53,103,18,35,53,43,13,56,23,7,30,0,0,0,0,0,0
Josh Neer,Justin Edwards,2012-10-05,0,0,0,6,1,7,0,0,0,7,1,8,0,1,1,0,1,1,0,0,0,4,1,5,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0
Josh Neer,Gleison Tibau,2009-10-24,24,75,99,22,99,121,47,76,123,35,100,135,0,0,0,11,3,14,12,67,79,21,97,118,5,3,8,1,2,3,7,5,12,0,0,0,22,71,93,19,95,114,1,2,3,2,2,4,1,2,3,1,2,3
Josh Neer,Nate Diaz,2008-09-17,26,24,50,40,32,72,48,26,74,114,43,157,4,4,8,5,6,11,20,20,40,21,26,47,3,4,7,13,6,19,3,0,3,6,0,6,4,6,10,4,19,23,16,14,30,21,6,27,6,4,10,15,7,22
Josh Parisian,Parker Porter,2020-11-28,114,112,226,126,102,228,123,114,237,164,111,275,0,0,0,2,2,4,71,102,173,90,100,190,35,9,44,16,2,18,8,1,9,20,0,20,89,101,190,105,93,198,25,11,36,20,7,27,0,0,0,1,2,3
Josh Rafferty,Alex Karalexis,2005-04-09,1,2,3,6,6,12,2,2,4,12,7,19,0,1,1,0,0,0,0,1,1,6,6,12,1,0,1,0,0,0,0,1,1,0,0,0,1,2,3,0,4,4,0,0,0,0,0,0,0,0,0,6,2,8
Josh Samman,Kevin Casey,2013-04-13,36,26,62,14,8,22,55,28,83,64,12,76,0,0,0,0,1,1,13,20,33,9,6,15,21,6,27,5,2,7,2,0,2,0,0,0,1,2,3,0,3,3,30,17,47,3,0,3,5,7,12,11,5,16
Josh Samman,Eddie Gordon,2014-12-06,11,13,24,8,7,15,35,13,48,72,11,83,1,1,2,2,0,2,5,10,15,8,7,15,3,3,6,0,0,0,3,0,3,0,0,0,9,13,22,2,6,8,2,0,2,0,0,0,0,0,0,6,1,7
Josh Samman,Tamdan McCrory,2015-12-19,10,9,19,39,14,53,53,17,70,80,17,97,2,2,4,2,2,4,6,9,15,36,13,49,3,0,3,3,1,4,1,0,1,0,0,0,1,6,7,2,1,3,0,0,0,3,1,4,9,3,12,34,12,46
Josh Samman,Caio Magalhaes,2015-07-12,12,7,19,3,5,8,21,7,28,5,5,10,0,0,0,0,0,0,3,3,6,3,4,7,3,4,7,0,0,0,6,0,6,0,1,1,12,7,19,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0
Josh Samman,Tim Boetsch,2016-07-13,17,22,39,38,20,58,23,24,47,98,21,119,0,3,3,2,0,2,7,16,23,28,18,46,5,6,11,9,2,11,5,0,5,1,0,1,13,13,26,6,10,16,4,9,13,8,3,11,0,0,0,24,7,31
Josh Sampo,Zach Makovsky,2014-02-22,19,48,67,34,32,66,54,50,104,60,33,93,0,0,0,5,2,7,7,42,49,20,30,50,6,4,10,6,0,6,6,2,8,8,2,10,13,39,52,25,31,56,3,7,10,2,0,2,3,2,5,7,1,8
Josh Sampo,Paddy Holohan,2014-07-19,3,8,11,10,19,29,3,8,11,20,19,39,0,0,0,0,1,1,2,6,8,7,15,22,1,1,2,0,2,2,0,1,1,3,2,5,3,8,11,7,14,21,0,0,0,0,1,1,0,0,0,3,4,7
Josh Sampo,Justin Scoggins,2015-05-23,35,56,91,64,64,128,72,57,129,64,64,128,1,6,7,1,1,2,17,41,58,31,56,87,10,13,23,26,6,32,8,2,10,7,2,9,28,52,80,62,63,125,6,4,10,2,1,3,1,0,1,0,0,0
Josh Sampo,Ryan Benoit,2013-11-30,28,36,64,18,45,63,65,38,103,24,45,69,2,0,2,0,0,0,20,30,50,15,39,54,6,5,11,1,3,4,2,1,3,2,3,5,20,29,49,16,43,59,1,0,1,0,0,0,7,7,14,2,2,4
Josh Shockley,Ivan Jorge,2015-02-22,22,50,72,25,39,64,34,53,87,41,40,81,0,2,2,3,7,10,18,41,59,10,29,39,4,8,12,10,9,19,0,1,1,5,1,6,14,37,51,19,38,57,7,11,18,6,1,7,1,2,3,0,0,0
Josh Shockley,Jason Saggo,2014-06-14,6,6,12,10,14,24,13,7,20,29,16,45,0,0,0,2,1,3,2,4,6,9,13,22,3,2,5,0,0,0,1,0,1,1,1,2,3,4,7,1,4,5,1,1,2,0,0,0,2,1,3,9,10,19
Josh Shockman,Jake O'Brien,2006-11-18,13,27,40,13,18,31,50,33,83,106,26,132,0,0,0,10,3,13,1,21,22,12,18,30,2,5,7,1,0,1,10,1,11,0,0,0,13,27,40,0,7,7,0,0,0,0,0,0,0,0,0,13,11,24
Josh Stansbury,Devin Clark,2016-12-03,36,30,66,47,56,103,83,31,114,115,61,176,0,2,2,1,5,6,21,29,50,35,52,87,9,1,10,6,3,9,6,0,6,6,1,7,23,25,48,40,47,87,13,4,17,7,7,14,0,1,1,0,2,2
Josh Stansbury,Cory Hendricks,2016-07-08,61,46,107,47,71,118,153,50,203,52,72,124,0,2,2,0,2,2,47,42,89,23,60,83,7,4,11,17,9,26,7,0,7,7,2,9,37,37,74,37,66,103,9,2,11,10,4,14,15,7,22,0,1,1
Josh Stansbury,Jeremy Kimball,2017-06-25,4,8,12,17,8,25,5,8,13,21,8,29,0,1,1,0,0,0,1,7,8,13,8,21,1,1,2,1,0,1,2,0,2,3,0,3,4,8,12,8,1,9,0,0,0,1,2,3,0,0,0,8,5,13
Josh Thomson,Nate Diaz,2013-04-20,36,35,71,21,53,74,44,35,79,40,54,94,1,0,1,1,0,1,23,27,50,17,48,65,7,2,9,2,5,7,6,6,12,2,0,2,13,21,34,15,49,64,13,4,17,4,3,7,10,10,20,2,1,3
Josh Thomson,Yves Edwards,2004-08-21,13,9,22,16,5,21,33,10,43,24,6,30,2,1,3,0,1,1,2,5,7,10,5,15,4,2,6,1,0,1,7,2,9,5,0,5,7,6,13,1,2,3,6,2,8,8,3,11,0,1,1,7,0,7
Josh Thomson,Benson Henderson,2014-01-25,19,39,58,46,45,91,33,42,75,114,52,166,4,7,11,4,0,4,5,28,33,16,33,49,8,9,17,21,7,28,6,2,8,9,5,14,14,28,42,32,41,73,5,6,11,13,4,17,0,5,5,1,0,1
Josh Thomson,Hermes Franca,2004-01-31,40,28,68,22,24,46,82,30,112,60,27,87,2,1,3,2,1,3,16,22,38,19,21,40,4,2,6,3,0,3,20,4,24,0,3,3,26,25,51,6,14,20,8,1,9,4,1,5,6,2,8,12,9,21
Josh Thomson,Tony Ferguson,2015-07-15,33,67,100,83,66,149,35,67,102,101,66,167,1,5,6,0,1,1,17,60,77,51,40,91,12,5,17,15,22,37,4,2,6,17,4,21,27,55,82,58,63,121,3,10,13,4,0,4,3,2,5,21,3,24
Josh Thomson,Bobby Green,2014-07-26,45,75,120,59,82,141,45,75,120,63,82,145,0,5,5,0,2,2,25,66,91,18,61,79,5,5,10,23,14,37,15,4,19,18,7,25,40,71,111,56,79,135,2,3,5,3,3,6,3,1,4,0,0,0
Josh Thomson,Gerald Strebendt,2003-09-26,11,7,18,0,0,0,19,7,26,0,0,0,1,0,1,0,0,0,10,7,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,10,6,16,0,0,0
Joshua Burkman,Jon Fitch,2006-04-06,20,15,35,25,25,50,20,15,35,122,27,149,1,2,3,3,1,4,3,14,17,18,23,41,0,0,0,4,2,6,17,1,18,3,0,3,4,12,16,7,7,14,16,3,19,9,9,18,0,0,0,9,9,18
Joshua Burkman,Patrick Cote,2015-08-23,45,46,91,60,33,93,49,46,95,106,34,140,1,0,1,0,4,4,26,40,66,48,22,70,12,2,14,3,7,10,7,4,11,9,4,13,39,45,84,31,32,63,6,1,7,9,1,10,0,0,0,20,0,20
Joshua Burkman,KJ Noons,2016-02-06,57,51,108,33,30,63,62,52,114,45,31,76,3,7,10,0,0,0,16,43,59,26,24,50,11,2,13,7,6,13,30,6,36,0,0,0,51,48,99,20,28,48,3,1,4,13,2,15,3,2,5,0,0,0
Joshua Burkman,Alex Morono,2018-02-18,4,9,13,7,12,19,4,9,13,7,12,19,0,0,0,0,0,0,0,5,5,2,10,12,0,3,3,0,0,0,4,1,5,5,2,7,4,9,13,7,12,19,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Burkman,Hector Lombard,2015-01-03,42,86,128,53,76,129,42,86,128,66,76,142,0,2,2,2,1,3,21,74,95,40,69,109,9,8,17,4,2,6,12,4,16,9,5,14,39,82,121,43,71,114,3,4,7,8,5,13,0,0,0,2,0,2
Joshua Burkman,Drew Fickett,2006-01-16,7,2,9,2,6,8,8,2,10,2,6,8,0,0,0,0,0,0,1,2,3,1,4,5,0,0,0,1,1,2,6,0,6,0,1,1,3,2,5,1,6,7,4,0,4,1,0,1,0,0,0,0,0,0
Joshua Burkman,Mike Swick,2008-01-23,39,44,83,54,47,101,49,46,95,58,47,105,1,9,10,0,0,0,9,37,46,11,43,54,3,5,8,18,2,20,27,2,29,25,2,27,13,39,52,20,39,59,26,5,31,34,8,42,0,0,0,0,0,0
Joshua Burkman,Chad Reiner,2007-01-25,27,22,49,6,24,30,69,25,94,41,27,68,9,3,12,1,2,3,16,21,37,3,19,22,3,0,3,2,2,4,8,1,9,1,3,4,4,11,15,3,21,24,9,1,10,3,3,6,14,10,24,0,0,0
Joshua Burkman,Josh Neer,2006-07-08,35,53,88,19,20,39,60,53,113,42,22,64,4,3,7,1,2,3,22,50,72,17,19,36,9,3,12,1,1,2,4,0,4,1,0,1,14,36,50,7,14,21,16,12,28,5,4,9,5,5,10,7,2,9
Joshua Burkman,Drew Dober,2017-07-29,11,7,18,15,14,29,11,7,18,20,14,34,0,1,1,0,1,1,4,3,7,5,12,17,4,2,6,4,2,6,3,2,5,6,0,6,7,7,14,9,12,21,4,0,4,5,2,7,0,0,0,1,0,1
Joshua Burkman,Dustin Hazelett,2008-06-21,34,26,60,13,30,43,44,26,70,15,30,45,1,0,1,1,0,1,20,19,39,9,27,36,7,4,11,4,3,7,7,3,10,0,0,0,19,21,40,11,28,39,6,2,8,2,2,4,9,3,12,0,0,0
Joshua Burkman,Michel Prazeres,2017-03-11,1,0,1,24,10,34,1,0,1,34,11,45,0,1,1,2,1,3,0,0,0,24,10,34,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,4,3,7,0,0,0,12,7,19,0,0,0,8,0,8
Joshua Burkman,Dong Hyun Kim,2015-05-23,20,24,44,30,14,44,21,25,46,135,30,165,0,2,2,1,7,8,9,20,29,26,11,37,4,3,7,3,3,6,7,1,8,1,0,1,11,15,26,4,9,13,9,9,18,7,4,11,0,0,0,19,1,20
Joshua Burkman,Karo Parisyan,2007-05-26,16,75,91,54,72,126,20,76,96,58,72,130,2,10,12,2,5,7,10,74,84,38,71,109,2,1,3,7,1,8,4,0,4,9,0,9,13,59,72,36,55,91,2,15,17,16,16,32,1,1,2,2,1,3
Joshua Burkman,Paul Felder,2016-05-29,40,57,97,41,54,95,41,57,98,53,54,107,3,3,6,0,2,2,16,42,58,15,48,63,6,4,10,14,3,17,18,11,29,12,3,15,38,55,93,36,53,89,2,2,4,5,1,6,0,0,0,0,0,0
Joshua Burkman,Sammy Morgan,2005-11-05,4,1,5,1,1,2,4,1,5,1,1,2,1,0,1,0,0,0,3,1,4,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,2,0,1,1,0,0,0,1,0,1,3,0,3,0,0,0
Joshua Burkman,Zak Ottow,2016-10-01,47,79,126,65,84,149,50,79,129,80,85,165,1,3,4,0,2,2,12,62,74,31,75,106,8,11,19,14,6,20,27,6,33,20,3,23,42,78,120,62,82,144,5,1,6,2,1,3,0,0,0,1,1,2
Joshua Burkman,Forrest Petz,2007-10-20,44,43,87,65,73,138,51,44,95,113,74,187,3,10,13,0,0,0,34,37,71,30,61,91,5,5,10,33,12,45,5,1,6,2,0,2,33,36,69,40,65,105,5,7,12,24,5,29,6,0,6,1,3,4
Joshua Burkman,Pete Sell,2008-10-25,50,62,112,65,58,123,58,63,121,88,58,146,4,2,6,1,9,10,37,60,97,52,57,109,8,2,10,10,1,11,5,0,5,3,0,3,28,57,85,61,56,117,9,5,14,4,2,6,13,0,13,0,0,0
Journey Newson,Domingo Pilarte,2020-02-08,6,4,10,1,3,4,7,6,13,1,3,4,0,0,0,0,0,0,6,4,10,0,3,3,0,0,0,1,0,1,0,0,0,0,0,0,1,4,5,0,2,2,0,0,0,1,1,2,5,0,5,0,0,0
Journey Newson,Ricardo Ramos,2019-06-29,38,85,123,40,80,120,41,86,127,48,81,129,0,1,1,3,0,3,9,71,80,23,67,90,9,9,18,8,9,17,20,5,25,9,4,13,37,85,122,37,80,117,1,0,1,1,0,1,0,0,0,2,0,2
Journey Newson,Randy Costa,2020-09-19,1,4,5,4,2,6,1,4,5,4,2,6,0,0,0,0,0,0,1,3,4,4,2,6,0,1,1,0,0,0,0,0,0,0,0,0,1,4,5,2,2,4,0,0,0,0,0,0,0,0,0,2,0,2
Juan Adams,Chris de la Rocha,2018-12-15,86,58,144,41,35,76,121,59,180,46,35,81,2,0,2,1,1,2,74,57,131,30,34,64,8,0,8,10,1,11,4,1,5,1,0,1,38,47,85,36,31,67,13,2,15,3,4,7,35,9,44,2,0,2
Juan Adams,Justin Tafa,2020-02-08,7,4,11,10,5,15,7,4,11,10,5,15,0,0,0,0,0,0,3,1,4,5,4,9,2,2,4,0,1,1,2,1,3,5,0,5,7,4,11,8,3,11,0,0,0,1,0,1,0,0,0,1,2,3
Juan Adams,Greg Hardy,2019-07-20,3,4,7,36,2,38,3,4,7,36,2,38,0,1,1,0,0,0,3,4,7,35,1,36,0,0,0,1,1,2,0,0,0,0,0,0,3,4,7,5,2,7,0,0,0,0,0,0,0,0,0,31,0,31
Juan Adams,Arjan Bhullar,2019-05-04,81,104,185,41,21,62,107,105,212,69,25,94,0,0,0,2,0,2,56,102,158,32,21,53,21,2,23,8,0,8,4,0,4,1,0,1,50,98,148,18,19,37,30,6,36,19,2,21,1,0,1,4,0,4
Juan Espino,Justin Frazier,2018-11-30,22,1,23,4,2,6,44,8,52,17,2,19,2,0,2,0,0,0,19,1,20,0,2,2,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,4,1,5,17,1,18,0,0,0
Juan Espino,Jeff Hughes,2020-09-26,10,7,17,0,1,1,21,8,29,0,1,1,5,2,7,0,0,0,9,5,14,0,0,0,1,0,1,0,0,0,0,2,2,0,1,1,2,5,7,0,1,1,0,0,0,0,0,0,8,2,10,0,0,0
Juan Manuel Puig,Adriano Martins,2014-07-06,13,38,51,9,15,24,13,38,51,10,15,25,0,0,0,0,0,0,4,33,37,9,15,24,1,0,1,0,0,0,8,5,13,0,0,0,13,38,51,9,13,22,0,0,0,0,2,2,0,0,0,0,0,0
Juan Manuel Puig,Dooho Choi,2014-11-22,0,4,4,10,5,15,0,4,4,10,5,15,0,0,0,0,0,0,0,3,3,10,5,15,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,3,3,6,0,0,0,0,0,0,0,0,0,7,2,9
Jules Bruchez,Eliot Marshall,2008-12-13,1,1,2,8,7,15,3,1,4,13,7,20,0,0,0,1,0,1,0,1,1,8,7,15,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,5,6,11,1,0,1,2,1,3,0,0,0,1,0,1
Julia Avila,Pannie Kianzad,2019-07-06,49,73,122,33,50,83,66,76,142,39,56,95,0,1,1,1,1,2,30,66,96,26,47,73,11,5,16,3,3,6,8,2,10,4,0,4,28,65,93,25,44,69,17,6,23,7,6,13,4,2,6,1,0,1
Julia Avila,Gina Mazany,2020-06-13,11,9,20,2,2,4,11,11,22,2,2,4,0,0,0,0,1,1,10,9,19,2,2,4,1,0,1,0,0,0,0,0,0,0,0,0,1,5,6,1,2,3,10,4,14,1,0,1,0,0,0,0,0,0
Julia Avila,Sijara Eubanks,2020-09-12,34,53,87,53,54,107,66,62,128,107,64,171,1,0,1,3,4,7,26,50,76,46,52,98,4,3,7,7,2,9,4,0,4,0,0,0,32,51,83,25,40,65,1,2,3,0,1,1,1,0,1,28,13,41
Julian Erosa,Marcin Wrzosek,2015-12-11,61,47,108,52,67,119,107,52,159,124,80,204,2,1,3,3,9,12,31,40,71,39,60,99,28,6,34,4,1,5,2,1,3,9,6,15,36,37,73,34,58,92,22,9,31,13,8,21,3,1,4,5,1,6
Julian Erosa,Nate Landwehr,2021-02-20,15,8,23,9,5,14,17,8,25,9,5,14,0,0,0,0,0,0,11,7,18,5,4,9,2,1,3,1,0,1,2,0,2,3,1,4,12,5,17,6,5,11,2,3,5,3,0,3,1,0,1,0,0,0
Julian Erosa,Sean Woodson,2020-06-27,103,103,206,106,113,219,107,103,210,116,114,230,3,3,6,0,0,0,61,83,144,93,110,203,22,17,39,7,3,10,20,3,23,6,0,6,84,95,179,102,109,211,19,8,27,3,2,5,0,0,0,1,2,3
Julian Erosa,Teruto Ishihara,2016-03-05,16,28,44,27,24,51,24,28,52,31,24,55,1,0,1,0,0,0,4,23,27,19,23,42,9,4,13,3,0,3,3,1,4,5,1,6,14,24,38,22,17,39,2,2,4,1,3,4,0,2,2,4,4,8
Julian Erosa,Grant Dawson,2019-03-09,49,36,85,57,71,128,70,39,109,86,80,166,0,0,0,6,5,11,37,30,67,48,67,115,9,6,15,2,3,5,3,0,3,7,1,8,30,32,62,28,47,75,8,2,10,5,7,12,11,2,13,24,17,41
Julian Erosa,Julio Arce,2019-05-18,43,117,160,74,86,160,46,118,164,74,86,160,0,0,0,1,0,1,23,106,129,61,81,142,15,9,24,12,5,17,5,2,7,1,0,1,39,112,151,71,84,155,4,5,9,2,2,4,0,0,0,1,0,1
